at,score,content
2022-09-26 23:00:50,1,肝心なときに使えない。 いつもは秒速で捕まるような地域ですが、雨の日は15分待ってもドライバーとマッチングせず、遅刻しそうだったのでキャンセルしました。 雨の日は乗車率も高いでしょうけど、マッチングしなければ意味がないです。 予約時にドライバーが何分くらいで捕まるか表示してください。 捕まらないならほかをあたるのに、待たされて捕まらないとか嫌がらせですか？ 流しならともかく、インターネットなんだからそれくらいできると思います。 本当最悪の気分です。 二度と使いません。
2022-09-24 13:38:30,5,So speedy and comfortable!
2022-09-20 05:36:13,5,easy
2022-09-20 04:03:14,4,初めての利用でしたが快適でした。
2022-09-18 02:28:43,5,便利で早い❗️
2022-09-17 06:00:43,1,This just old app version of Uber and no use of it. 그냥 한국에서 철수 하지 왜 이런 소요없는 앱으로 버티기를 하는지? 아니면 앱을 조금 쓰기 편하게 개선하던지 아 그래도 택시들 잡혀도 바로 취소 가능하게 했더라... 그래서 카카오택시를 쓰는구나 싶음
2022-09-17 03:57:03,1,10分以上遅れて来るとかザラなのでそういうときは返金してくれ。 到着時間時刻より遅れた時はすぐにキャンセルさせてほしい。
2022-09-14 12:07:51,5,安くて、早いな。
2022-09-11 13:01:46,5,As vezes o GPS não está certo principalmente qd marcar o ponto de estação metrô
2022-09-10 19:13:02,4,大抵のドライバーは満足しているが、たまに荷物を送りたいときに回収が結構遅いときがある。「5分で到着します」と表示されているのに10分以上かかったりしたし、かなり前には10分で到着のはずが1時間位待たされた挙げ句にキャンセルされてしまった事が有る。Uber とDiDi を並列で使って仕事をしているドライバーをたまに見るが、それが原因ではないかと疑っている。そういった事のために時間がかかって割高の料金を払わされているのではないだろうか。
2022-09-10 07:16:46,1,ログイン後、サポートチャット でグレーアウトの文字が勝手入力されている！！！
2022-09-10 05:21:27,5,初めてアプリを使い助かりました
2022-09-10 00:18:20,5,使いやすいです
2022-09-08 04:03:58,5,詳しい使い方がわからないままでもタクシーを呼べたので満足です。
2022-09-07 03:32:20,2,住所登録がものすごくやりにくい。
2022-09-05 19:53:48,5,いいアプリ
2022-09-05 05:18:00,4,リーズナブルで良い
2022-09-03 08:39:07,5,良い
2022-09-01 01:55:44,2,Wi-Fiが原因だったのか配車の直前で不具合が起きて、急いでいるときに必要なタクシーアプリとしては致命的な欠陥。Wi-Fiを切ると繋がったが、不具合を修正してほしい
2022-08-31 23:21:21,1,タクシーの事前予約ができない。
2022-08-30 07:51:20,1,削除
2022-08-29 15:06:31,5,早く着てくれ助かりました。クロアチアにて。
2022-08-28 13:45:35,5,予想外の使いやすさでビックリ
2022-08-28 11:00:13,1,大都市圏の一部繁華街でしか使えない無駄なタクシー呼び出しアプリ。 インストールするだけ無駄。
2022-08-28 02:25:53,5,"Very quick to get a ride whenever you need one, and easy process too. Very convenient app."
2022-08-27 05:20:40,1,タクシーは都市部なら使えるが、少し郊外に行くともう駄目。 しかも初めから車輌が表示されていないならともかく、表示されているのに全く決まらなかったり決まったと思ったらいつの間にかなかったことになっている。 もう一つ糞な点は、このアプリからでも食べ物の注文ができるが、配達員のメッセージが一行目しか表示されない上に配達員へメッセージが送れない。
2022-08-26 20:41:09,5,久しぶりに使ったけどやっぱりスムーズ。
2022-08-24 19:31:46,4,TEM VES QUE NAO FUNCIONA
2022-08-24 18:06:48,5,初めて聞くけど、これは新しい！
2022-08-23 09:15:14,5,到着が早く何も問題は無かった
2022-08-20 16:04:27,1,連絡出来ませんな
2022-08-17 23:17:31,5,大変スムーズに対応して頂き感謝です。ありがとうございました。
2022-08-17 06:00:34,5,とても簡単に操作でき、すぐに迎えに来てくれました。
2022-08-15 10:45:50,5,早かったです
2022-08-14 10:38:33,3,到着時間が、そのつどを遅くなったりしてた。
2022-08-12 23:28:44,5,すぐに登録までできなかった。
2022-08-12 14:21:57,5,ライジングで利用 タクシー乗り場に迷ってたりしてた方がいたけど使えばいいのにと思いました 私は8分でさっと帰れてとても快適でした
2022-08-11 15:15:24,1,つくば市内はサービス圏外...
2022-08-10 21:52:42,1,楽しい運転手さんでした
2022-08-08 04:06:15,5,安全で良かったです
2022-08-08 02:06:08,5,アプリをダウンロードして、携帯電話番号を入れたら　ウーバーイーツを利用してた為か、直ぐに配車接続出来て良かったです、ドライバーの方も親切でした。 ワクチン接種で年寄りを連れて行くのですが、雨が降り車椅子が使えませんでしたので大変助かりました
2022-08-07 17:37:52,5,最高に助かりました！結構安心安全でした、ありがとう(^^)
2022-08-06 08:07:20,4,割引きがナイス！
2022-08-06 01:04:38,5,😃
2022-08-05 21:46:31,5,Bueno
2022-08-04 15:09:18,5,She is very nice and on time!
2022-08-04 12:52:34,1,オワコンアプリ 今やgoにタクシーアプリは集約されており、UBERなんかで呼ぼうとしても一向に捕まらないし、20分ほどかけてマッチングしたと思いきやアプリ表示の想定時間を大幅に超えてこちらに到着します。そもそもこちらに向かってるドライバーが途中でキャンセルして画面から消えるので、また20分かけてタクシーマッチングするとこからスタートです。 電話して呼び出すかおとなしくgo使うのが賢いですね。運営もオワコンなの認識しているのでクーポン大量にばらまいています。ストレスと戦いながらクーポン使いたい人はぜひ使用ください。
2022-08-04 06:03:36,1,Drivers will accept and respond for a long time. Sometimes they'll call and say that they can't come but they won't cancel. And if I cancel then it charges me. This is absurd. Please take proper measure for this ASAP.
2022-08-03 12:55:05,5,運転手さんが丁寧
2022-08-03 04:47:32,3,地図の精度が悪いと思います。
2022-08-02 17:49:18,5,使いやすいです
2022-07-30 21:55:51,1,イギリスで配車までは出来ても支払いの段階でその先にまったくすすまない。残高が足りないとか、色々出てくる。日本発行のカードは受け付けないのか。ペイパルもだめだった。このアプリ、海外で使えないみたい。海外でまた使ってみてダメならアンイストールします。
2022-07-30 21:25:16,5,早く来てもらえて助かりました。
2022-07-30 05:56:38,5,サービス向上ありがとうございます👍
2022-07-29 00:13:26,5,Gostaria muito
2022-07-28 21:47:24,5,Uber初めて使っているが使いやすい。
2022-07-28 03:16:59,5,丁寧でした
2022-07-27 21:51:06,5,快適でした
2022-07-27 08:46:18,5,待ち時間が少ないです。
2022-07-24 21:45:28,5,便利がいいと思うんだけど まだ使ってない
2022-07-23 06:18:31,5,とても丁寧でした
2022-07-20 09:48:23,5,何も問題ありません。
2022-07-18 00:38:52,2,場所によっては、中々マッチングしない 30分以上またされた
2022-07-17 06:18:29,1,タクシー呼ぼうとしても全然マッチングされない。GOアプリで試すと、すぐにマッチングされる。対応しているタクシーが少ないのではないかと。。。 なので、絶対にタクシー乗りたいときは、GO方がオススメです。Uberでは、クーポンあっても全然タクシー乗れないので、★1です。というか、タクシーアプリとしては、全然使えないです。。。
2022-07-15 21:43:18,5,メッセージを送ったらほとんどの運転手さんが既読になります 家から乗せて頂くときは スムーズです 家以外から乗るときは 位置情報が上手くいかないことがあります
2022-07-15 08:47:28,4,乗りたい時になかなかつかまらないけれど安く乗れたのはありがたいです
2022-07-12 02:44:17,5,初めて使用したが、特に問題無く乗れた。 配車の到着が詳細にわかるのと、現地到着予定時間も正確だったのが良い。
2022-07-11 06:07:25,1,【注意喚起】ルートを間違われたにも関わらず返金されなかったため、注意喚起も兼ねて書かせていただきます。まず配車する際に事前に想定料金が表示されると思います。 例えば「800〜1000円」と表示されたとします。正しいルートで行けば請求金額は800円でした。しかしながら、ドライバーのミスでルートを間違われ請求金額が1000円になりました。 ドライバーもルート間違いを認めていたため、Uberへ請求金額の問い合わせました。 そうすると、想定料金の範囲内での金額であるため、調整は致しかねます。との返答が来て、結局1000円払うことになりました。ドライバーのミスにも関わらずです。 想定料金はあくまで想定であり「遠回りされてもMax金額までは払いますよ」と思って乗車する人はいるのでしょうか？ ですが、Uber側はその様な考えで利用していると思っている様なので、皆さんは今後タクシーを配車する方は「想定料金で表示されているMax金額請求されても良い。たとえ間違って遠回りされた場合でも。」と思ってご利用なさってください。 私の様な被害者が出ないように注意喚起として書かせていただきました。
2022-07-09 01:12:03,1,初回でしたが、またされた挙げ句、ドライバーのマッチングせず。急ぎの時は使えないです。
2022-07-07 03:01:40,5,2回乗りましたが、対応が良かった。2回とも車椅子でした。
2022-07-06 19:53:01,4,予約されているのか不安でしたが 確実に乗車できました。 予約確認ボタンと状況を分かりやすくしてください
2022-07-06 12:50:26,5,到着時間を教えてもらえるので、準備して待つことができて…また、小さい子どもがいたので親切にしてもらえて嬉しかったです。
2022-07-04 17:53:03,5,日本でインストールと登録して、北米ですぐ使えました、日本語のアプリのままで、めちゃくちゃ便利でした
2022-07-01 07:24:22,5,位置もでるので使いやすいです
2022-06-30 08:06:18,5,お声かけありがとうございました。カートを持っていたので車内が広くて快適でした。
2022-06-28 02:16:30,5,感謝！！
2022-06-25 15:23:41,5,あまりに便利すぎて使い過ぎに用心しなきゃいけません笑
2022-06-25 06:14:09,5,Very good driver
2022-06-24 17:53:55,5,わかりやすく誰が来るかわかるからいいと思います(◍•ᴗ•◍)✧*。 時々弾かれますけどね(((;ꏿ_ꏿ;)))
2022-06-24 11:51:09,4,なかなか、私自身がパソコンが苦手なので、(配達)ドライバーの登録にかなり時間がかかっています！ 体力は自信があるのですが、(配達)ドライバーとしてスタートするのに、まだ出来ていません。申し訳ないです！
2022-06-23 21:26:21,5,早くて安くて便利！予約いらないかな
2022-06-21 13:34:38,4,海外でも使える
2022-06-19 04:11:10,1,使いやすい
2022-06-16 23:46:22,1,更新の場面から移動しない。
2022-06-16 23:39:53,5,質問？
2022-06-16 02:08:48,5,使いやすい！ やっぱり、ウーバーです！！
2022-06-15 07:41:57,5,どんどん便利になってます
2022-06-15 05:50:08,4,他サイトよりプロモーション割引があるのでよく利用します。 雨の日の朝などは到着まで凄く時間が掛かったり配車不可な場合も多い時のが残念な点です。 時間指定の予約機能は使えなくなりました？
2022-06-14 02:26:13,4,思って居たよりも使いやすい。
2022-06-13 19:58:37,1,他コメントでも多数ありますが 全く使い物になりません。 配車しようにも何度もドライバーが変わり 長時間待たされた後に、見つからないのでキャンセルされました、と。 何のための配車アプリ(笑) クーポンに吊られて何度も同じ目に遭いました。 星1つも付けたくない程です。 比べて、GOタクシーはどこでも配車出来るしすぐ来てくれるため、 こちらは全く使っていません。
2022-06-11 01:42:57,3,最初に依頼した車はみつけられず、二台目で乗車出来ました。 ドライバーの方はとてもフレンドリーで安心して乗れました。
2022-06-10 19:59:09,5,特に問題なく使えました。良いですね
2022-06-10 18:49:54,5,Good Draiver
2022-06-10 15:26:56,3,バージョンアップする度に使い辛くなってダメですね。。。
2022-06-09 16:44:44,1,インドのバンガロールで使っているのですが、クレジットカードを登録しているのも関わらず、『今回は現金を使用してください』というメッセージが出てクレジットカードが使えません！
2022-06-09 08:05:07,5,次回配車お願い致しました時はマンションのエントランスが細い通りにあります、マンション側の歩道はマンション私有の物ですので右側の歩道に乗り上げて、お待ち下さると、後者の車に迷惑に成らないので、宜しくお願い致します
2022-06-08 07:45:57,5,It helped me a lot in foreign country.
2022-06-08 02:28:46,1,設定してるキャッシュレス決算PayPayが利用出来なかった。 更新しても更新されない。
2022-06-06 07:33:29,1,予約できないのと、2時間ぐらい待ってもタクシー来ないから使い勝手は良くない
2022-06-05 09:13:52,5,便利で良かった。 運転手さんの対応も良かったです。
2022-06-05 06:18:39,5,ケアンズ滞在。初めて利用しました。町中だったのですぐ来てくれました。短い距離でも嫌な顔せず大助かりでした。 料金は時間帯で変わりますが、はじめに分かるので安心して乗れます。
2022-06-04 00:58:48,5,英語が苦手な私は、随分と助けられています、
2022-06-02 01:21:41,4,勝手に引き落としになるので楽です。呼んだ時にいないこともあるのが難かも。
2022-05-31 03:36:26,5,ぐっと！
2022-05-30 13:05:56,4,感じの良い方でした
2022-05-30 01:39:38,5,登録地点が多く、使いやすい。 いつも 割りと早く来ていただけます。
2022-05-28 13:24:19,5,希望android版的小費機制可以任意給與｡
2022-05-28 00:45:24,5,Very combinient and easy to use.
2022-05-27 16:04:31,1,依頼した場所で待ってたのに20分以上来ず挙句の果てに別の人乗せる 利用しないほうがいいです
2022-05-27 06:20:57,5,最初の支払い方法選択には戸惑ったが便利なアプリ。
2022-05-27 00:16:08,5,GOで手配できないとき、Uberで手配できました
2022-05-26 01:54:14,5,配車手配をすると比較的タクシーがすぐつかまり、使いやすいと思います。
2022-05-25 15:32:00,2,ドライバーさんに電話繋がらなかった＆メッセージしようとしても出来なかったので疲れました>_<
2022-05-24 02:31:52,1,チップの任意の金額の設定が何度やっても入力出来ない。 それをアプリ上で報告することもできず、結局かなり多く払う羽目になった。 どうにかしてほしい。
2022-05-22 16:10:18,3,ままGboard クリップボードへようこそ。コピーしたテキストはここに保存されます。Gboard クリップボードへようこそ。コピーしたテキストはここに保存されます。
2022-05-22 06:15:14,5,コストコで注文できて本当にに便利で助かります、一人暮らしなのでとても有難くて嬉しいです、コストコに買い物に行きたくても、一人ではお店には絶対いけませんので、今日スマホでウーバーイーツが、画面の一番上にコストコが出てたので、まさか？？商品を検索してたら、買えるんや？びっくりです、本当に嬉しかったです、配達員の方も親切丁寧で嬉しかったです、これからも注文させていただきます、ありがとうございました
2022-05-21 02:21:24,3,時間指定について、例えば20分後にあるホテルの前に来て欲しいときに、時間指定が出来ない。
2022-05-20 14:04:26,1,駅にタクシーたくさんいるのに8キロ先から来たので迎えが遠すぎてタクシーの運転手さんに申し訳ない気持ちになりました。
2022-05-19 01:16:03,5,クーポンが度々あってありがたいです。迎車の時間も早く助かります。
2022-05-16 10:16:40,5,便利なので利用しています。運転手さんも優しくて利用しやすいです。
2022-05-15 20:21:36,2,This apps frequently charges more due to increased demand
2022-05-15 14:57:30,1,配達失敗時に配達員のミスでも請求普通にしてきます。返金の対応もしてくれなさそうですし、最悪なサービスです。
2022-05-15 10:51:54,5,まだ、よくわからないけど、使いやすい。
2022-05-14 02:35:09,3,今日も間違って高額な金額を引かれています。 何度もこう言うことがおこると利用するのを考えます 今日の間違って引かれた分は早めに調べて返金をお願いします。 いつも来月とか遅いので 年寄りは数千円は生活にかかわります。
2022-05-13 22:20:01,5,ウーバーイーツ最高⭐
2022-05-05 18:49:20,1,"This app sucks the big fat one. Almost useless, over charges, charges without reason, and if it weren't for absence of competition in some countries, I would never use it."
2022-04-30 23:01:09,5,ウーバーイーツ楽しく仕事させてもらってます。
2022-04-29 04:52:50,4,よろしかったらクーポンをどうぞ。JPGGiu3unrです。 配車も早くクーポンも適用されていました。
2022-04-22 19:57:24,4,途中でキャンセルされるのは渋滞にはまったのだろうと予想できます。その時は直ぐに他の運転者さんを探してくれます。タクシー依頼が多いだろうと思う時間帯は、中々捕まらない時はあります。それでも、2、3分後にもう一度探したら直ぐに決まったりします。運転手さんも良い方が多くて比較的安心して使ってます。
2022-04-22 09:53:53,1,ぜんぜん配車手配されません。 配車手配されてから引き落とし掛ける仕様にするか、引き落とすにしても迎車料くらいにしてほしいです。 後から返金されるとはいえ満額決済されて手配出来ませんでした、は気分が悪過ぎです。
2022-04-22 07:46:06,1,最悪意味わからず、何も使わないのにお金取られる、解約か、取消したいです。
2022-04-21 04:06:38,1,ひどい… タクシー配車機能を利用。 普段は「GO」を利用していますが、クーポンをもらったため試しに使ってみました。 結果を言えば残念というほかありませんでした。 配車依頼を出しても一向に捕まらず、10分以上待ちましたが配車確定通知が来ませんでした。 それでも待ち続けていると、突然キャンセル確定の通知と、キャンセル料５００円が引かれたという通知がきて、非常に困惑しました。 クーポンに釣られた自分が愚かだったと思い直し、アンインストールです。 まわしものみたいになってしまいますが、正直国内で使うには「GO」の方が親切設計で確実でスピーディですね。
2022-04-19 12:29:13,1,不親切なアプリ。
2022-04-13 15:20:56,1,海外で利用中、目的地に到着するまでは使えていたのに、目的地からホテルに帰る際に登録カードが突然エラーで使用不可になり、配車手配や予約が一切出来なくなった。 仕方なく、別のカードを登録して使用するも、翌日にはそのカードも使えなくなり、その日の予定は全てキャンセルし、翌日からは別のタクシーサービスを使用。(その国は治安が悪く普通のタクシーを使えない。) あまり治安が良くない国に旅行する際は使用しないことをおすすめする。
2022-04-12 02:08:48,1,先週月曜　雨　朝８時〜画面が○のまま、タクシー呼べなかった　他社は迎車出来、配車された。
2022-04-08 23:57:55,1,マイナンバーを要求されました。
2022-04-08 12:20:17,5,僕は車に運転がないのですが、
2022-03-30 05:15:49,1,マッチングしない
2022-03-27 09:02:14,1,使いにくい、違う人乗せる、乗車位置に来ない。 ⭐1つもやりたくない。 使わない方がいい
2022-03-26 05:06:23,3,例えば沖縄帰りが夜になった際、日曜日がタクシー止まっていないことがあります。 地下鉄の室見駅で降りますが、そっちのバス停で呼ぶなら方向はファミリーマート側と言ってよろしいでしょうか？
2022-03-23 11:32:35,3,プロモーションで3/31まで500円引きだったのに、3/23時点で割引されなくなった。問合せても返答なし。プロモーションおわるならちゃんと告知してほしい。プロモーションないならもう使わないかな。
2022-03-12 23:51:48,5,近場の移動でも嫌がられることなく、快適に送って頂けました。
2022-03-11 04:09:50,1,全く使えない。運転手が1名見つかりました。その後、キャンセルされた。他のタクシーでスムーズに目的地まで行くことが出来ました。アンインストールしました。
2022-03-09 08:02:45,5,名前は聞いた事は有るがどんな会社か判らなかった。
2022-03-04 13:44:18,1,注文戻りたくてもスムーズにキャンセルできない。 住所も正確に表示されなく、GPSの表示の住所で正しく入力されてなかった。。配達の方がめちゃ迷ってかなりの時間ロスで。もっと使いやすいアプリならいいけど。
2022-03-04 06:26:57,4,JPGG5g48yg ←乗車2000円引きになります。 配車もスムーズで運転手さんの対応もよく快適です。
2022-02-27 07:08:22,2,歩きたくないからアプリで目的地指定して使ってるのに、中道入りたくないのでここで降りてくださいって利用者舐めすぎてる。結局歩くなら駐車場まで歩いて自分の車使った方が良かったわ。金の無駄 配車は電話対応と同じで10分くらいでした
2022-02-24 12:02:16,4,このタクシーアプリしか使った事がないので他はわかりませんが、利用したい時にその場ですぐ呼べて助かっています。今のところドライバーさんから１度だけキャンセルあったけどすぐに他のドライバーさんがマッチングしてくれて問題なかったです。ドライバーさんも毎回とても良い方にあたっています。 最初にクーポンをどこから登録したらいいのかわかりにくいところと、クーポンが割引金額高いものから勝手に設定されるのではなく使う時に選べるように改善してほしいです。1000円引きと5000円引きを持っていたのに近い時に5000円の方からしか使えなかったし、1000円引きの方が有効期限先で結局使えずに過ぎてしまいました。
2022-02-23 11:41:24,2,"Calculation of the route to my home is always wrong, which leads to an unnecessary expensive fee. Should someone fix this bug..."
2022-02-18 08:13:59,1,なんでタクシーが出る？
2022-02-18 06:36:48,1,前回乗せて頂いた、ドライバーに身障者手帳見せたのにも関わらず、普通料金取った 見るからに身障者だと分かるのにも関わらず もう、２度と使わない クソアプリ
2022-02-09 12:31:54,1,英語表記のメールが配信されるが、まったく読めないので困る、返信してもエラーメッセージが帰って来る、怪しいアプリかな。
2022-01-18 12:54:45,1,不義理なカスタマーサポート
2022-01-14 13:43:55,3,最近、タクシーの場所がへんです 配車が確定後、車両の位置が地図にでますが 全然あらぬ方に走ってるようにみえます 運転手さんが、おかしいのかとおもったら突如目の前にタクシーが止まるので タクシー側のＧＰＳがおかしいのかな ルートも絶対に車両が通れない道を走ってくることになったり、 めちゃくちゃ遠回りで来ることになってたり キャンセルするか迷う
2022-01-10 09:07:34,1,垃圾
2022-01-10 08:44:56,1,最悪ですね！ 注文もしてないのに、不当請求されて引き落とされているし、ヘルプは役に立たないし、２度と使わないです。
2022-01-10 03:57:19,1,バグって使えない。ゴミ
2022-01-05 09:42:12,4,たまに注文しています 少し高いなと思いますが たまにどうしても食べたい時に使っています。便利 ですね。
2022-01-01 23:38:17,5,fuglyto
2022-01-01 09:35:24,1,めっちゃ鬱陶しいくらいの英文メールが届くようになる 初回配車されてないにも関わらず謎の引き落としされた
2021-12-25 13:10:02,1,初めての利用で使えるクーポンが使えない配車しか出来ない、配車できるタクシー少ない(使えねー)GOダウンロードしたらとても快適に配車出来たのでこっちは削除です、
2021-12-24 17:10:16,5,きおつけて安全運転してくださいね。
2021-12-24 11:03:25,1,初回割引があるためダウンロードしてみたが12月24日現在一度も配車された事がない。12月31日までしか割引クーポンが利用できないためこのままだと使わないで終わりそう。最低のタクシーアプリ！
2021-12-23 08:35:33,1,"配車を頼んだがキャンセルが続いて利用していないのに￥3,000程決済されて返金されません　ドライバーがキャンセルとなっているのでUberとグルで利用していると思います　詐欺アプリです消費者センターに相談したいと思います"
2021-12-23 07:48:55,1,世田谷ですが何度やっても配車できる車がありませんと言われほとんど呼べません。しまいには10分以内に配車完了しますとか嘘言うし
2021-12-20 00:09:06,1,いつも配車できる車がありません。と出て使えません。
2021-12-19 16:22:04,1,"キャンセル料よい。。 待たせる時間があまりに長いからキャンセルしようと思ったらキャンセル料で1,000円以上で、本来料金より高いわ！！(笑)"
2021-12-15 08:37:57,1,大阪市内で今まで4回頼んだのですが、1回も手配出来たことがありません。歩いて拾いに行った方が早いですね。
2021-12-13 11:35:54,5,"Uber Taxi がお得に乗れる！初回乗車が 2,000 円割引、さらに、その後 3 回のご乗車が半額に。（割引上限： 1,000 円まで）ここ をクリックして今すぐ Uber アプリをダウンロード！"
2021-12-13 04:41:02,1,最初の請求額はクーポンと身障者割引が引いてあるものを送り、知らない間にクレジットカードで勝手に割引きを取り消し、通常料金を取られた。クーポンはUberの設定だが、身障者割引きを自社の利益にするのは違法じゃないのかなあ？もう二度と使わない。
2021-12-13 01:44:48,5,突然アプリが使えなくなるのは辞めて欲しい
2021-12-12 12:34:50,3,クレジットカードを持っていないのですがキャンセル料金を払う時クレジットカードが必要でどうしても払えず困っていましたが別のアプリでクレジットカードを使わず料金を払えたので良かったです
2021-12-11 16:00:45,1,配車決定でカード引き落としになり 待っていたら、取り消しされました。 それから返金がない、さすがUberだと思いました。 Uberを信じたのがバカでした…
2021-12-11 09:54:28,1,全然タクシー来ないし確定しても勝手にキャンセルされる。信用問題
2021-12-11 04:24:00,1,2021/07/06まで問題なく使用できていたのに 今日突然Uber側の不具合でドライバーが目的地について乗車したにも関わらずドライバー側で乗車ボタンが押せない不具合が発生。 目的地に進むも状況が改善せず。 乗客側はキャンセルボタンを押すしかなく キャンセルが発生するもこれをUber問い合わせるも無視。 これでは組織的な詐欺としか思えず 安心して使用ができない。
2021-12-08 06:30:42,5,とても良かったです
2021-12-05 14:44:29,5,boys ＆ girlsがすき
2021-12-04 11:16:41,1,いつまでたってもマッチしない
2021-12-03 10:23:53,1,タクシー側からキャンセルされ、乗車していない・待たせてもいないのに500円を請求されました。支払わないとUvereatsも利用できないため、支払いました。大変遺憾に思っております。利用しない方がいいです。
2021-12-03 09:40:16,1,アプリを開くと謎のファイルをダウンロードしはじめる不審なアプリになりました 中華アプリより余程こわい
2021-12-02 15:20:39,3,とても､便利だと思います‼️
2021-12-01 08:49:43,1,他の人のレビューにある様なトラブルが自分にもあり、防ぐ為に使い方についての質問をしても返答をしてこない。今の所★0。試しに12月中に使ってみてこれでクーポンが適用されなかったら対応も含めて消費生活センターいき。
2021-11-24 05:36:14,4,大変いいアプリだと思います。
2021-11-24 01:42:46,1,わかりづらい。 クーポンがあるので使ってみましたが まず支払い方法を選択時、現金は選択不可。 カードのみ。 次にクーポンですが、どこに登録すればいいのか 支払い時でいいのかと思いきや 配車前に登録しなければ利用できない。 且つそのような説明やポップなどは一切なし。 配車料もいくらか不明。 クーポンがあるから乗ってみようと思ったのに全額自腹になり、次回以降も適用されるか不安なので二度と使うことはないと思います。 不親切且つ詐欺まがいのアプリ。
2021-11-22 05:11:27,1,カードない人はどうやって支払うの？ すぐキャンセル扱いになるのやめてほしい
2021-11-22 01:20:09,1,ハガキのクーポンを利用手順通りに使用したのにクーポン適用されなかった 詐欺のようなアプリです。利用する前に一考を。
2021-11-21 14:31:33,5,とにかく便利！ 普通のタクシーと違い、ドライバーさんにメッセージを送信できます。 これからも使います。
2021-11-17 22:15:12,5,いつも使ってます
2021-11-16 01:25:15,1,"事前配車サービス使えなくなってるし、2021年11月の更新をしてから、アプリ事態、簡素化されて操作しにくい。 初回から2回2,000円割引クーポンを登録しても、利用しようとすると却下され、乗車してないのに1回利用した扱いになった。 これで、キャンセル料取られてたら怒り剣幕！キャンセル料取られてるかの確認も出来ない💢💢 メッセージも「通知設定をオプトアウトし、更新しろ」と表示され、見ることが出来ない。 使えないアプリになったなぁ。"
2021-11-14 19:06:40,4,ドライバーを選択できる方法をわかりやすいようにしてほしい。
2021-11-10 13:47:35,5,タクシー迎車料金が無料のうちは☆５つ！
2021-11-10 01:31:52,5,タクシーがない場所でもすぐにきてくれて、運転手さんも優しい人ばかりで、安心して乗れます。
2021-11-06 09:49:45,1,支払い方法が少なさすぎる、事前登録前提
2021-11-04 05:28:13,5,少しお時間のかかる場所から来て下さったのですが、親切な方で良かったです。
2021-11-01 17:29:36,5,知らない場所でも安心して行けます。
2021-10-30 03:06:28,5,病院からの退院で、初めて利用しました。不安でいっぱいでしたが直ぐに来ていただけ、丁寧に対応していただき、不安もぶっ飛び、感謝しています。 ありがとうございました。
2021-10-28 05:45:37,5,たいへん便利
2021-10-23 19:38:31,1,「ドライバーが到着するまで後１分」表示から 突然 「ドライバーからキャンセルになりました」の 通知が来ました。 その上 キャンセル料が 発生しましたと。到着も されないまま キャンセル料を請求されてる状態です。
2021-10-22 13:03:48,1,最低です！タクシーを自宅で待っており、到着1分前の連絡がきたので下に降りたら、ドライバーによるキャンセルにより乗車依頼はキャンセルされ、しかも500円のキャンセル料を取られました。あくまで到着1分前であり、到着通知はありませんでした。客に会えなくてもキャンセル料金稼げれば良いと思ってるんでしょうか？ほんの数秒もまたず、付近を探さず、到着と同時にドライバーがキャンセルしてきたとしか思えない。新しいタクシーの手配が必要になった上にこちらがキャンセル料金を払うなんておかしすぎ………！！騙し取られた気分なので絶対使わない方がいいですよ。
2021-10-22 10:04:11,1,高い。 店舗とどれだけ差額があるかわからないので一見店頭と同じ金額と勘違いしてしまいそう。 全メニュー手数料分上乗せされてることは明記するべき。 あとポストにDM来てたからプロモーションコード入れたけど対象外でした。 一回注文したことあるから初めての方は対象じゃなくても2回目以降は〜の方は適用されると思ったんですがｗ そっとアンインストールしました。
2021-10-22 05:11:04,3,とんな運転手が来るかわからないのが不安になる。
2021-10-22 02:02:45,4,雨でも待たずに迎車から目的地スムーズに到着出来ました。とても便利です。
2021-10-21 12:49:33,1,ドライバーが呼んだ地点に正しく着かないのでキャンセルしたらキャンセル料を請求された。最悪です。
2021-10-21 06:54:56,1,4000円分のクーポンがもらえるから登録したのにクレジットカードがネットワークエラーになり登録ができず、クレジットカード支払いでないとクーポンが使えないから困る。問い合わせ先がないのが一番困る。
2021-10-20 09:53:54,5,泥酔の時は最高のシステムですね🎵
2021-10-17 06:09:49,5,以外と配達が速かった。
2021-10-17 00:59:02,5,配車が早く助かります。
2021-10-14 03:51:03,5,降車した時には 割引額がわかりませんが、乗務員さんが カードから引かれた金額でわかることを教えて下さり 安心しました。 とても感じのいいベテランの乗務員さんで とても良かったです。 また 利用させて頂きたいと思いました。
2021-10-13 05:08:53,5,老人の付き添いに最高のツールです。
2021-10-11 23:35:58,4,@Myk 運転手だって人間です。 仕事を選ぶ権利は当然有ります。あなたの奴隷でも何でもありません！ それを偉そうに「運転手側からキャンセル出来ないようにして欲しい」？何様ですか？ちょっと自分の思い通りにならないからって、アプリの評価欄に書き込むとか非常識、幼稚そのもの。 あなたが、単なるクレーマーだとして文句が有るなら、しっかりサポートセンターに問い合わせするように。 言ってる意味わかりますか？ ここはアプリの評価場です。 サービスの評価や意見は別の所で行うように！ さて、アプリの評価ですが たまにフリーズするのと、地図とドライバーの位置が微妙にずれてるのが少し気になる程度で、他は今のところ問題無いと思います。
2021-10-11 06:26:12,5,クーポンを利用して乗車しました。決済をどうするのかなと思いながら乗っていたのですが、降りるときアプリで支払われますと言って頂きホッとしました。運転手さんも無駄に喋ったりも無く快適でした。 簡単に使えたのでまた利用したいです。
