at,score,content
2023-03-13 15:23:32,1,配達依頼時に道何号せん、表記されてもわかりません！❓️
2023-03-12 08:54:49,1,評価システムなんかいらない！排除したほうが良い！バグやPPDDのせいでBAD評価つけられるのは運営側がこうゆう仕様にしたから！12キロのロングPPDDで配達先が真逆方面とか頭おかしいのかな？ さすがに時間掛かり過ぎてお客様も怒るよね！？
2023-03-11 11:46:03,2,ブーストって存在してるのかな？ 私の地域が田舎だからかブーストを見かけない。しかし隣接するの市何箇所かは1.5とかになっていて、ブースト操作されていないか半信半疑。回答がほしいという内容なのに、答えられない内容なのか返信してくれない所、いい加減だなぁとおもいました。
2023-03-11 00:41:03,1,このアプリの開発者、開発担当者は、 一度…いや一日…否、一週間程はアプリを使用して配達してみて下さい。 そうすれば何が必要で何が不必要なのかが少しは理解度が深まると思います。 現状では開発者、開発担当者の理解度が浅すぎます。 アプリの★の数があなた方の理解度と同じなのです。
2023-03-03 19:48:07,1,まず登録までに手間がかかります。ぶれているとか難癖つけられて数十回撮り直しました。そして登録し終えて始めると分かりますが報酬が安い。配達員を集めすぎと客が少ないのが原因でしょうかね。バイク配達員はウーバー側が指定とかしないと自転車組はやっていけないと思います。副業としてはオススメはできません。ポスティングのがマシなレベルです
2023-03-03 10:18:45,2,PPDD は、単にお客様と店舗様へ何をお伝えすることもなく、他の配達を割り込ませ、配達の予定時刻を遅くするものでサービス低下になり問題です またドライバーとしても、過度なストレスを受けることになってます 先に受けたお客様へご連絡もできない状況で、時間ばかり過ぎて、そして、配達の単価を確認すると、２件目ピックでまたされたことや、迷ってなんとか配達をしたことも、調整なしで、完了になってることがほとんどです ウーバーイーツのサービスが、このままお客様へ喜ばれ選んで頂くには、PPDDの廃止は必須だと思います ただちの廃止をお願い致します
2023-03-01 23:24:03,1,報酬低すぎ サポートも手薄で非常にわかりづらい
2023-02-28 12:16:44,2,良くできているなと、思うとこもあるが 使い方はわかりづらい。 希に、配達中に問題があった場合などの サポートへの電話は繋がらないので、そこは不安かな。。書くとこ違うかもですが。。
2023-02-27 12:06:21,1,アップデートしてから、売上グラフと過去のデータ一覧が出てたのに出なくなったのですが、週ごとのまとめのグラフを出せるようにしてください
2023-02-25 19:31:59,1,鳴らなさすぎて副業として成立しない お金よりストレスのほうが貯まります サポートも電話が発信専用、やる気なし 搾取することしか考えていない、オワコン
2023-02-25 13:58:22,1,配達距離で金額が決まっていると聞きましたが、配達開始から届け先までバイクで22分もかかるのに450円ほどですがこれは当たり前なのでしょうか？かといって近場でも600円で飛んできます。距離換算？お客さんの注文内容？よくわからないので、Uber側に回答を求めても仕様一択で話を詰められで終わります。結構しつこく聞いたのでAI の選別機能で弾かれるようになり、今は殆ど鳴りません。なんだかヤバいダーク企業のような気がします。もう早く足を洗いたいと思ってます。
2023-02-23 19:28:02,1,何故サポートの電話対応を無くしたのでしょう？ 配達で問題が起こった際、迅速な対応ができないために非常に不便です。 待機中に気がついたらオフラインになってる時が最近多いのですが…勝手にオフラインにしないで頂きたい。
2023-02-23 01:52:21,4,アップデートしたら毎週ごとの売り上げ一覧が見れないんですが…と思ったら詳細を見るをタップすると同時に1番上をタップしたら見れました。ってこれは仕様ですか？こんな仕様はいらないので早くバクをどうにかして下さい！
2023-02-18 18:28:21,1,本当に酷い。 登録するのに顔写真送れと10回以上送って全てダメ。何がダメなのかすら意味わからん………何コレ？からかってんの？ 店の場所も配達先も住所は表示されても地図は表示されず、自分でググる始末。 サポートに問い合わせても電源切れとしか言わない。 一々配達の度に電源切れと？ 　 配送先は全くの真逆。 情報は表示されない。 配達中以外は問い合わせしづらい構造。 何度も同じミスを報告しても何1つ改善されない。 　 銀行口座情報が一致しないとか言ってみたり登録情報が承認となってるなら大丈夫とか言ってみたりルールや必要情報をいきなり変更しては支払いが17日も遅れる始末。 そして未だに支払われていない。 報酬も計算の仕方がいきなり変わってたりとやりたい放題。 　 もう不信感しかありません。 まともに対応する気も皆無。 最低最悪。 こんなのやるんじゃなかった。 一刻も早く日本から撤退してほしい。
2023-02-18 15:19:34,1,とんでもない配達依頼ばかりなのに蹴ると干される。単価は酷すぎる。星4つはありえない。ゼロ
2023-02-18 07:44:09,1,使えませんでした。
2023-02-17 14:37:00,3,今日アプデしたら売上の週間の一覧が見れなくなりました エラーですか？
2023-02-17 14:18:49,3,あの〜なんでしょうPPDDやめてもらっていいですか？ あとサポート電話ないと全て配達員の泣き寝入りっすか？ チャット機能でサポート側が少し応えられないと定型文送ってきてシャットアウト！
2023-02-17 03:02:11,4,現金払いのお客様のオーダーは発報時に何かしらのサインを表示して欲しい
2023-02-17 01:29:15,3,2023/2/10アプデ後バグなのか、週ごとの期間売上一覧がタップ(表示)出来なくなった。自分だけ？ 一旦アンインストールしてインストールし直したがダメでした。 一覧で見れないのは非常に不便なので、確認修正してください。
2023-02-16 18:32:18,2,これしかないから使ってるが… 時々起動すると頼みの綱の地図がおかしな表記になるので改善してほしい。そういうときは更新がいつも入ってて なんとかなるけど更新したのにも関わらずこうなると終わり。なんとかやってる途中に直ったけど…UIが最悪ですね。 一ヶ月前には334円だったのが300円の売上になったのは超マイナスです。これ以上下がれば稼げてるUberドライバーも食べてけなくなるでしょう。 しかも、距離感が掴めないのか遠いところで300円とかいう破竹の報酬。橋渡らないといけないところなのですがこれは1000円くらいじゃないと採算取れません。外資だからドケチなんでしょうか。 日本支部があるのかわからないのですが、ちゃんとした日本人が介入してUIの改善と報酬の改善をしてくれないと何年後かには使用者やドライバーが今はナンバーワンでしょうがいずれどちらもいなくなるでしょう。
2023-02-09 18:50:53,2,出前館に比べるとシステムやAIの機能は圧勝です。比較にならない程使いやすい。ただ、サポートは最悪です。出前館は若いアルバイトだらけとはいえ、電話で対応してくれるので、話は通じる。ウーバーはチャットしかないので、困った時、時間もかかるし細かいニュアンスが全く伝わらず、解決しない。
2023-02-05 08:22:28,2,久しぶりに配達してみたところ、置き配時にメッセージ送ろうとしてもキーボードアプリが立ち上がりません。 Huawei　nova lite 3
2023-02-01 20:28:10,1,クエストをクリアしても 支払われないときがよくある　 アプリ上に表示されていて　クリアすると　確認画面が消え 問い合わせても　 スクショがなかったら支払わないとの回答　 報酬をもらえない　仕事 する意味なし
2023-02-01 19:58:30,1,自賠責の写真を登録する必要があるのに｢写真を撮る｣のボタンを押しても反応しない それ以外でも全体的に作りが雑なアプリです。 Uber配達ができるという以外利便性に関しては皆無。 サポートとのやり取りもまともにできない。
2023-01-29 16:55:18,3,Androidだと、通話料かかるしマップが見づらい。配達するならiphoneのがよい。 置き配拒否の設定があると嬉しい。
2023-01-27 23:45:30,4,自転車とバイクをとっても差別するアプリです。 ＡＩで配車を決めてるらしいですが、地方だとバイクが優先、余ったら自転車という感じです。
2023-01-26 12:18:18,4,もっとなって欲しいところ。
2023-01-23 11:39:29,1,都心で利用しています。2ヶ月以上経っても未だにブーストが付きません。 何度か問い合わせても「表示されるのに時間がかかっている可能性があるので様子を見てください」という回答ばかり。まともな対応がされません。初期に問い合わせをし、2週間〜最大2ヶ月で表示されるというから待ったのに。 この期間つかなかったインセンティブは保証も特にされないようです。本来払われるべき報酬が払われない。働き損です… アプリの再インストール等試しましたが改善されません。至急ご対応お願いいたします。
2023-01-15 23:00:53,1,アプリ自体がとても使いづらいので事故を起こしそうになります。局面によっては命にも関わるので別の配達サービスを検討中です
2023-01-15 11:51:51,1,ダメアプリ
2023-01-15 11:22:09,1,運転中は操作をしないようにと言いながら、お届け先近くになるとオファーが来る。運転中なので危ないし、目的地を確認したいのにオファー画面が邪魔出し運転中なので確認できない。配達完了をしてからでもよいのではないでしょうか。 ヘルプに表示されているもの以外、サポートが必要なのに連絡できない。 実際にヘルプが必要なとき一々チャットをしなければならない、時間がかかり過ぎてお客様にも迷惑をかける。 車両を新しくしたので変更しようとしたら、全く出来ない。あちこち画面が変わり入力すると該当するはものがないとか、やたらと英語表記だったり、簡単なものなのですが、イライラさせられら。 お客様の名前表記も統一されずローマ字だったり漢字だったり、一番の問題は名字一文字のアルファベットだと場所によって同一番地で複数の家屋があるので探せない。例えばSなら佐々木、斎藤、鈴木等々お客様に連絡しなければならず、効率も悪いし、何よりお客様に余計な手間を取らせます。 サポート、ヘルプが全く悪い。
2023-01-08 06:22:40,1,現金配達希望してるのに、勝手に止められる。しかもマイナス残高でなくちゃんと支払い済ましてるのにおかしい！
2023-01-07 19:07:11,1,スクロールしないとピンがずれるバグを早く直してください。 たまに全然違うところに運んでしまう。
2023-01-04 20:23:20,1,初回配達から40回は現金を扱わないとの説明が有りますが、新規登録の人にもガンガン現金支払いが来ます。必ず小銭を用意しておきましょう。と言うか、お金が絡む話なのにあまりにも適当すぎて信用できません。なんでこんな仕様になっているのか理解不能です。
2023-01-02 13:31:30,1,配達員評価システムに問題あり。 配達員の手配に時間がかかり遅れた場合、なぜか配達員は客から低評価をくらう。
2023-01-01 22:13:22,2,いきなり大音量になるの勘弁して
2022-12-31 07:52:51,1,現金OFFなのに現金案件が飛んでくる。ウバ借金は絶対払わない。
2022-12-26 15:49:59,1,アプリ以前の問題になってしまいますが、 本人確認を10回以上送信して全部落ちたので問い合わせたところ、マイナンバーカードの顔写真の背景が暗いからという理由で本人確認が通りませんでした。 こんなことってあるんですかね？ 国が認めてる証明書なのに、サポートに問い合わせたら顔写真の背景が暗いから受け付けられないと判断されていると言われ、マイナンバーカードは5年以上は交換できないのでUberでの配達は5年以上はできないと。 そもそもマイナンバーカードの証明写真も背景が暗いと審査通らないと思うのですが…。 自分が活動しようとしてたところは所謂穴場で、プロフィール写真も済んでバックも買ったので準備万端だったのですが、残念ですが他のデリバリーサービスを探します。
2022-12-26 01:47:39,1,先週の土曜日と今週の月曜日に現金配達をOFFにしてるのに何故か依頼が来てお客さんに迷惑かけたのでサポートに 連絡して絶対に来ないように設定して貰ったのに何故か今日また来お客さんに迷惑掛けました。 配達OFFにしてるのに何でくるんよ？ マジで意味判らん。 配達完了ボタンスライドすると音がなる仕様なんか作ってないで早くバグ直せよ
2022-12-25 20:11:58,1,お客の住所間違え以外でも全く違う場所へナビされることがあります。ご注意ください。
2022-12-24 13:24:01,1,稼働するのに致命的な不具合やバクが多く、バクに関するアナウンスも無く、サポートへの問い合わせも分かりにくく返信もいつになるか分からない。お金を稼ぐビジネスツールとして信じられないくらいに信用出来ないアプリ。運営会社の姿勢として信用出来ない。
2022-12-23 12:43:55,1,報酬を通知しないオファーが糞。 異なる店舗のダブルオファーも糞。 昨日は弁当とナプキンを一緒に配達。
2022-12-21 16:34:03,2,スマホで地図を確認中や、オフラインにしようとして操作中、その他諸々の理由でスマホを触っているときに配達依頼が来て意図せず依頼を受けてしまうことがあります。行けるときは行きますが、キャンセルすることも多い。自分のキャンセルの理由は99％以上がこれのせい。配達の依頼がタッチ一つで完了してしまう。配達開始などと同じようにスライドにしてほしい。スライドは嫌って人もいるかもしれないので、今まで通りかスライドかで選ばせてほしい。マジで。
2022-12-20 17:11:08,1,勝手に現金受け付るバグ発生中。 ピック先とドロップ先は表示させて欲しい
2022-12-19 13:16:43,3,使い勝手はそこそこ良いのですが、なんせ触れただけで取れてしまうのは改善してほしいです。
2022-12-18 19:33:06,2,お客様へメッセージを送る際に、画面が開きません。どうすればいいでしょうか？
2022-12-18 13:31:48,1,設定について、「現金払いを受け付ける」になってしまうことが多すぎる。 仕様からチェックが入りやすくなっているし、第一チェック一つで切り替えられるのはおかしい。 オンライン時の確認のように複数のチェック後に切り替えられるようになぜしないのか。 トラブルにもなりかねないこの使用を早急に改善するべき。
2022-12-15 18:44:47,1,ごみですね、注文はいらないしお金稼げません。 ウーバーをやっていた時間が私の人生において最も無駄な時間だと思います。おすすめできません。コンビニでアルバイトしていたほうがお得です！学生時代の暇つぶしにもなりませんでした！
2022-12-11 13:43:58,3,UIはレビュー程使い勝手は悪くはないが、目的地付近に来るとGoogleマップから勝手にアプリの地図に切り替わるのが不便　最大の問題としてPPDDを受けないと法人ドライバーは応答率に影響が出る点 店舗到着時に商品が出来てないと時間が掛かりバッド評価の元になりかねない。現金払いの用に初期設定でPPDDをオフできるように改善して欲しい
2022-12-09 08:27:18,4,料理待ち時間に配達先にピンが立っていれば尚よし
2022-12-08 15:38:21,3,最近、いわゆる『シミ』と呼ばれていた需要を示す色付き表示の色が紺色のような色に変わりましたが、 その『シミ』がマップの道を塗りつぶすように表示されてしまい、『シミ』が出ている範囲のマップが、とても見づらいです。以前は道を塗りつぶすような表示ではなかったはずです。 ダークモードの場合は、真っ白に塗りつぶされているので色の問題ではなく表示の仕方の問題のようです。 とても見づらいので、早急に以前の仕様に戻して欲しいです……！
2022-12-07 20:04:55,1,お客様の配達先のメモが分かりづらい場合でも一方的に配達員の責任となります。お客様がアーチ状というのを理解出来ていないで使っている場合でも指摘すら出来ません。
2022-12-07 19:52:53,1,需要の高いエリアを示すグレーの部分がどれだけ拡大しようとも地図、道路が見えるようにならない為、非常に不自由しております。 iPhoneではある程度拡大すると見ることができるようになり、問題ありませんでした。 そもそも、ピーク予想や今回試験導入されている特定の店舗名まで表示する機能は自分で注文の多い店舗やエリアを見つけていた側からするとライバルが増え収入が減るだけなのでやめて欲しいのが本音ですが…。 収入を下げるような変更ばっかり… 　　 あと、ヘルメットクラブにすぐに参加し、その特典はもらえましたが、 10月31日を過ぎてからも全くヘルメットの着用写真の撮影を求められないです。 これでは、いつまで経ってもヘルメット奨励金の方がもらえないです。
2022-12-05 13:21:59,1,今週クエストないんですか？ 嫌がらせ？
2022-11-24 03:17:13,1,オーダを受けないのでXボタンを押そうとしているのに受けてしまったり、他の部分を触って受けてしまったり、端末を操作中にオーダが来て何も見ずに受けてしまったり、受ける所を押さなくても受けてしまう。受ける動作をスワイプにするなど、受ける受けないを確実な動作にしてほしい。今はマルチタップになってしまっている。 他店舗ダブルも一店鋪ダブルも行先ルートを表示してほしい。そうでないと、ダブルは行きたくないピック店鋪、行きたくないドロップ先の区別が付かなくて受け辛い。配達員が到着してから作成するなど、平気で長時間待たす店鋪にはピック行きたくない。忙しいから作れないとか言って、こちらから強制キャンセルさせるのを繰り返ししている。それを長時間待ってドロップするとこちらにBAD評価される。店鋪側には何のペナルティが無いのだから、待たすなど何とも思っていない。
2022-11-24 03:04:47,1,同じく、ダブルピックの一軒目で、二軒目も、自動的に配達完了。。。 楽で良いけど。 誰が届けるんです？ サポートに、連絡するも３件待ちって。 サポートに、連絡ついたら既に、5分。確認に5分。配達先に確認するのに10分。 当然キャンセルするよね。 サポート要らないから、アプリ上で、直近の、配達完了取り消しとか、配達先の住所とか、確認出来る様にした方が全然良いと思いますけどね。 今回ので、BAD付くのは確実。 サポートにBAD ★5 進呈 サポートになってない。
2022-11-24 03:04:00,1,最近iPhoneからAndroidに変えました。 リクエストが来た際にピンチアウト、ピンチインが出来るのが良いくらいであとは全部iOS版の方が良い。 まず、オンライン状態で他の事(Twitterや調べ事)をしてるとそこにリクエストを被せてくるので誤タップが多くなった。 Android版もポップアップ上に出せるようにして貰いたい。 次に、マップが見づらい。iOS版に比べて建物の境界の線が細いというかなんて言うかとにかく見づらい。 マップアプリもグーグルマップだけではなくヤフーマップを使いたいので選ばせて欲しい。 毎回ヤフーマップを開いて住所入力がめんどくさい。 次に、評価に関して理由がその他の場合の低評価はフィードバックが無いので改善のしようが無い。
2022-11-24 01:51:51,5,バージョンアップした際、何が改善されたか、教えてほしいです。
2022-11-24 00:24:55,1,最近10km以上距離がありピックからドロップまで50分以上かかるオーダーがよく来る。それで報酬が600円とか700円。単発アルバイトやってた方が確実に稼げますね。あと、配達リクエストボタンが最前面に出てきて、ボタンも大きく、他アプリ操作中に誤タップでリクエストを取らせるような狡猾な仕様、いい加減やめたほうがいいのでは?サポートも電話が無くなりチャットのみになったが、相談まで行く手順が多く早くお客様に届けたいのに応答のレスポンスも最悪、面倒事には関わりたくないという印象しかない。殆どがアプリの不具合によって起こってるトラブルなのに無責任過ぎ。そんなにサポートしたくないならマシなアプリを作れ。運営の汚さがアプリにも現れてます。
2022-11-21 20:40:40,1,電話もチャットサポートも廃止されたので全く連絡が取れない。料金に誤りがあっても泣き寝入りするだけ。 あとお客さんとの電話がすぐに切れる。繋がってすぐに切れることもあるししばらく話していて突然切れることもある。 電話はアプリの品質とは関係ないですがサービスとしての愚痴として書かせてもらう。
2022-11-20 20:21:31,5,自分に向いてる仕事なので、いい仕事です
2022-11-20 18:32:21,1,数年ぶりに復帰、糞システムは相変わらずで基本料金が高い他社と仕方なく併用、質より量は相変わらずなので他社が暇な時にやってます。相変わらず300円代案件多数、800円案件は基本ダブルピックで客の名字が一字伏せられた状況で手探り配達、客の情報も更新しないままで言いたくないけどバカだろ、と　手前が食うものさっさと配達して欲しけりゃ明確な目印は当たり前だろと、それでいつまでも来ないとかアプリのレヴュー見てるとツッコミ満載、ホント客も質より量でそのまま放置のuber社も勿論改善するつもり無し　勝手に現金扱い設定すんじゃねーよ糞運営
2022-11-20 13:31:24,2,配達中にネットワークエラー多発。配達にならん
2022-11-19 13:21:43,1,不具合ばかりで使い物にならない。配達して完了しようにも頻繁にばくがなにかわからないが完了ボタンが表示されず完了できない。サポートに問い合わせてもトラブルシューティングしろとゆうだけ。稼ぎたくて登録したのに時間ロスばかりさせて全然稼げない
2022-11-18 23:06:12,1,起動しません❗仕事出来ません。迷惑です。戻し方教えてください
2022-11-18 15:54:54,1,ダブルオファー表示時のドロップ先表示が必ずしも最終ドロップ先とは限らなくなりました。 本日、表示が埼玉県吉川市ドロップのコストコダブルを受けたところ、最終ドロップ先は東京都文京区でした。 吉川市の表示は1件目のドロップ先でした。 28kmも違うところ表示しないでください。
2022-11-13 16:11:44,1,重い。
2022-11-12 18:41:26,1,ダブルピックの際に行き先の住所もピンも見れず、二軒目分の配達料も2ピック2ドロップの割に合わない安さです。配達に時間もかかりますので料理も冷めます。 あまりにもウーバー社にしかメリットのない最低最悪なアンフェアな改悪だと思います。
2022-11-02 00:55:37,5,注文を受けたらお店への到着目安時間とお客様のご自宅到着予定時間を表示していただきたいです
2022-10-31 13:22:03,1,メッセージ送信画面の例文はいらない。 いつも、間違えてタッチして誤送信してしまう。 特にAndroid12のジェスチャーナビゲーションとの相性は最悪。 なくして欲しい。
2022-10-26 17:08:00,1,お届け先に近づくと勝手にアプリが閉じる。 最近は１日に何回も写真認証。 改悪ばかり。
2022-10-25 13:06:34,1,このアプリを使わないと仕事できないにも関わらずバグを一向に直さない糞アプリ。ちまちま設定を自分好みに変えてもすぐ初期化。アプリ起動→「使用言語を選んでください」もう何十回選ばせるんねんキャッシュで保存すれば済むやん。でもこんな当たり前のことすら出来ないアプリです。地図上のピンずれはもはやお家芸レベル。それで配達が遅れても配達員であるあなたの評価が下がるだけ。ベテラン勢の方なんかもう話題にすら出しません。バグが原因でお客様から怒られることもありますしウーバーに言っても改善はされない。ゴネればむしろ鳴りを減らされたり垢BANのリスクが増すだけです。ウーバーさんよ…お願いだからバグフィックスだけしててくれ…使い勝手改善しました！じゃないんよ。そんなんよりもまずは不具合を潰して…
2022-10-25 01:56:11,5,最高
2022-10-23 00:21:55,3,普段からお世話になってます そろそろ現金払いOFFなのに現金払い案件流すの勘弁して下さい💦バグならバグで早期修正お願いしますm(_ _)mこういうバグが続くので有れば続けられません
2022-10-22 13:04:24,1,改悪。逆方向のダブル毎回のようにピンズレ。 なんのためのアプデなん？使えないエンジニアは変えた方がいい。
2022-10-21 07:02:58,5,素敵
2022-10-20 17:33:26,5,超最高 ・ω・ b ♥
2022-10-18 11:25:26,1,①現在の自賠責がまもなく切れるから新しいのアップしろとアプリから警告→②新しい自賠責をアップ→③まだ期限じゃないから現在の自賠責をアップしろとアプリから警告→現在の自賠責をアップして①に戻る、を一週間やってます。 まともなSEいないの？
2022-10-15 10:47:46,1,使用していないのに裏で動いてバッテリー消費しているのは何の為なんだろう
2022-10-13 20:14:25,1,これから始める人も始めたばかりの人も気を付けて下さい。 私はドライバー始めてまだ1ヶ月 配達40件、ゴールドランクになり現金取り扱い可能になりました。 ですがお釣りを用意するのも面倒でそのまま設定しませんでしたが、かってに現金取り扱い設定ONになってました。 それに気が付かず、お釣りを用意せずに配達。1万円札を出されましたが、お釣りを用意してない私とお客様もどうしたらいいかしどろもどろ。 結果私が急いで近くのコンビニで釣り銭を用意してからもう一度お客様にお会計して事なき得ました。 ドライバーアプリはサポートが不十分で電話対応はしてくれません。 トラブル時は本部とチャット対応のみですが、チャットもどうやったら開けるのかとても分かり辛いです。 トラブル時は1分１秒でも速く解決する為に、電話でのトラブル対応をして欲しい。
2022-10-13 12:15:09,1,不具合が多すぎて　何時までも改善されない
2022-10-10 20:53:55,1,サポートとの連絡体制がイマイチ。 オンラインにできなくて困っているのにサポート側の対応は定型的なもので、一向に解決の糸口が見えない。 担当者同士の連携も取れていないんじゃないかなと思う。 使えない故に使い心地に関しては中立の3つ星にした。
2022-10-07 08:03:15,1,オペレーターは対応したと言っていても実際は対応していないことが多々ある。 同じ問い合わせの返信であるにも関わらず何度もオペレーターが変わり同じ話の繰り返し。
2022-10-01 11:05:02,1,とにかく使いにくい！ すぐバグるし説明文もわかりづらいし作り方が雑すぎます！ やっぱ米製アプリは駄目ですね。 信用ならん。 1年経っても改善されません。 いつまでバグを放置しておくんだよ。 ちゃんとしやがれ能無し無能運営の馬鹿どもが。
2022-09-30 23:53:02,1,使ってみればわかる 星ゼロです
2022-09-27 09:12:17,1,ポッケに入れてリクエスト鳴り確認しようとするとキャンセルに成りやすい！ グーグルとシステムタイアップしてるせいで、配達したことの無い人の意見を取り入れすぎ、レストラン側ではフルネームで名字が先、名前後で記載されてるのに、ドライバー側は名前が先、名字が後、表札で動いてるのに名字以外表札に書いて有るか？ここは、アメリカじゃないぞ！色々と使いづらいアプリ俺でも作れるわ(笑)仕事してストレス貯まるのUber Eatsだけ
2022-09-26 17:19:31,2,そろそろ評価の制度なくしてほしい。配達員にとってストレスでしかないし誰も得しない。
2022-09-25 11:46:47,1,・(〇回配達)等のプロモーションが数ヶ月来ていない ・依頼中に新しい依頼が来ても地図のルートが表示されないので金額や住所で判断するしかない。300円で近場かと思ったら30分くらいかかるロングを掴まされたことがあるのであまり信用出来ない。 ・目的地がかなりズレてるときがあり、あまり信用できない。 ・最近やたら賃金が下がった気がする1.6倍補正で300円とか舐めてるのか
2022-09-24 11:10:36,5,つかえる!
2022-09-23 18:24:50,1,リクエスト時に受け渡し場所を提示するならピック中も受け渡し場所を明記してほしい、マップ画面を拡大縮小すると画面が一時的に固まる リクエスト時お店の名前が出ない 配達中のリクエスト時は届け先が出ない
2022-09-22 14:27:54,1,お客様情報をタップすると真っ白な画面になるのと銀行口座情報の変更の編集ボタンを何度押しても画面が元に戻る不具合があり、銀行口座がちゃんと登録されてないのか給料が振り込まれません。サポートの対応も定型文ばかりで電話もできないためどうしようもないです。
2022-09-20 14:08:32,1,登録までがめんどう。イライラする対応。機械的で融通が利かない。何がエラーでできていないかわからないのでいちいち止まって時間が取られる。アメリカのIT企業？
2022-09-19 07:18:28,5,革命的
2022-09-18 09:56:32,1,マジで使えないこんなにシステムエラーばかりのアプリも珍しい他のデリバリーアプリの優秀さを見習って欲しい！！ お客様の所に持って行く時ばかりエラーエラーエラーエラーエラーエラーエラーエラーマジで迷惑！！
2022-09-17 22:05:15,1,バグだらけ
2022-09-15 23:22:42,2,ピン位置と住所が違う場合や逆の場合、住所又はマンション名でのどちらかで他のアプリで検索かける必要がでてくる。しかし、このアプリは住所やマンション名がコピー出来ないので手入力になる。手間と時間がかかりすぎる。マンション名住所はコピーできる様にしてほしい。 お客様が正確に住所等を入力しているのに配達員には正確な情報提供されない場合がある
2022-09-14 16:59:07,1,稼働するだけしたあとで、支払い口座の登録で何度もエラーがでる。 何万も支払われないまま連絡も取れない。 詐欺としか言えない。 金を稼ぐためにやって、金が払われない。
2022-09-14 14:37:24,1,他の方も書いているが、雨の日のインセンティブが発生しますのポップが表示されていても機会からチェックすると何もない。実際に稼働していてもインセンティブは発生しない。サポートに問い合わせると私にはクエストはない、次にポップが表示されたときはスクショして送ってほしいとの返答。 また、機会の詳細を確認すると←で戻れなく再起動するしかない。早く改善していただきたい。
2022-09-11 20:50:29,1,わいの機種は未対応なのかもしれない
2022-09-10 23:23:45,1,サポートに問い合わせ出来ないのが最悪。対応時間外だからなのかもしれないが、そもそも深夜2時まで営業してるんだったらその時間までサポート対応してなきゃおかしい。
2022-09-10 13:51:25,3,配達先の顧客名が中途半端にしか表示されないので、一戸建てへの配達やホテルへの配達時にはお客様名不明のままなので非常に困ります。一戸建てでは最終的に表札確認が出来ない場合かあるので致命的です。 フルネーム表示してくれるよう早急の改善を求めます。
2022-09-09 21:18:00,1,他の方も投稿されていますが、私は9/8からリクエスト画面が半透明になり、なかなかタップできず時間切れスルー扱いされてます。着信音も物凄く遅れて１回だけ鳴るので、配達中気づかないこともあります。またタップしても待機画面に戻り時間切れだと思っていたら、数分後、いきなり配達画面に替わります。ドライバーアプリからナビへもクルクル回ってなかなかナビにならないし、配達完了もクルクル回ってなかなかできません。今回のバグは至急直してください。
2022-09-08 18:23:08,1,距離報酬が安すぎる。おかしい。
2022-09-08 11:25:45,1,マジで今までなかった致命的なバグ増やして対応しないのやめてくれ
2022-09-08 01:23:56,2,お客様情報が見れなくなりました。 クエストの進行状況を表示すると戻れなくなります。至急対策お願いします。
2022-09-07 21:14:15,2,自転車から原付配達に変更しようと思って少し無理して購入したのに変更手続きをしたら最初の自動返信すら送って来ない。半端に進行していたクエストが消えていたので何らかの審査は始まっていると思いたいが確認出来ないため待つしかないと言うのは非常に不安。生活がかかっているのだからサポートはきっちりやっていただきたいです。
2022-09-07 00:52:51,4,だいぶ使いやすくはなったと思います。 ただ、クエストの詳細を開いたあと戻れなくなってるバグがあるのでそれは直して欲しい
2022-09-06 17:45:06,1,インストールできない
2022-09-04 14:25:12,3,大分改善されてきて使いやすくなっています。 欲を言えば稼いだお金でそのままウーバーの注文ができれば便利だなと思いました。
2022-09-03 05:42:55,5,とても良かった。勉強になった。
2022-09-01 15:39:48,1,クエスト進行状況を開いて戻らない問題を早く直して欲しいです。
2022-09-01 12:33:40,1,依頼がくるたびにUターンしなければいけないのはどうにかならないでしょうか？ 帰宅ラッシュ時間等はUターン困難な事が多く、時間がかかってしまいます。 進行方向のお店からの依頼をくれると助かるのですが…
2022-09-01 12:30:23,1,機会 観覧すると 戻れなくなる
2022-08-31 17:36:02,1,クエストの詳細みるとフリーズする。 あとお店やお客さんの情報見る時になんか引っかかってウザい。 早急更新お願いします。
2022-08-30 18:35:34,1,お客様情報が見れなくなった。 熟成かどうかがわからない。 非常に困ります。
2022-08-30 16:04:34,1,携帯を触ってるときに急に案件がポップアップされ、不意打ちで受注されることが多々ある。普通は確認のメッセージがあるものじゃないのか？ サポートセンターに電話できる機能が分かりにくすぎ。 サポートセンターになるべく電話がいかないようにしているように見受けられる。まったく誉められた体制ではないですね。
2022-08-29 15:32:19,1,バグがあっても治さない。サービスの不都合を見つけて指摘しても改善しない。
2022-08-29 10:14:24,3,悪くない けど操作UIが分かりづらい マップがGoogle mapにしか対応していないのが辛い 車ならいいが徒歩や自転車、原付は通れる・通れないが道路によってあるからNAVITIMEなど選べるようにしてほしい
2022-08-28 15:57:33,1,全く稼げなくなっている、もう少し自転車で配達している人達のことも考えて欲しい。バイクばかりが優遇されていてつまらない。
2022-08-28 00:13:39,3,クエストのページに入ると元のページに戻れなくなってアプリを閉じて再起動しないといけない。
2022-08-26 20:32:54,1,バグ クエストの詳細画面から戻れない アプリを終了しないとダメ 早く直して下さい
2022-08-24 16:37:54,2,クエストの進行状況画面を開くと戻れなくなる。 届け先付近になった時に次の依頼が来るのは良いが、画面に大きく表示されて何も見えなくなり邪魔。
